concertNumber,Date,Location,Time,Venue,eventType,season,programID,orchestra,id
2846,1921-05-22T04:00:00Z,"Milwaukee, WI",None,Milwaukee Auditorium,Tour,1920-21,2020,New York Philharmonic,8b16f65c-fb17-41d2-8aa3-f54bdfb6c9c2
2847,1921-05-23T04:00:00Z,"Madison, WI",None,University Armory,Tour,1920-21,2024,New York Philharmonic,36a36c12-a2d4-4e12-93f3-8182251e0fef
2848,1921-05-24T04:00:00Z,"Evanston, IL",8:15PM,Gymnasium,Tour,1920-21,2028,New York Philharmonic,e71dddb3-2b2d-484c-a7ef-dd4db62d73bc
2849,1921-05-25T04:00:00Z,"Decatur, IL",None,Lincoln Square Theatre,Tour,1920-21,2034,New York Philharmonic,0b31183e-9601-47a1-9be3-bd08baa94360
2850,1921-05-26T04:00:00Z,"Jacksonville, IL",None,Grand Opera,Tour,1920-21,2041,New York Philharmonic,009bbed5-e320-45c0-bfdd-eeadff45c691
2851,1921-05-27T04:00:00Z,"Lima, OH",None,Memorial Hall,Tour,1920-21,2049,New York Philharmonic,467c633d-7201-437c-9265-c4b8778c309c
2852,1921-05-28T04:00:00Z,"Tiffin, OH",None,Grand Theater,Tour,1920-21,13404,New York Philharmonic,e71fe6e3-1172-420a-9edc-0eb197ab2b2d
2853,1921-05-30T04:00:00Z,"London, CANADA",None,Winter Garden,Tour,1920-21,2062,New York Philharmonic,d9ed245c-0e9a-4ea4-bbff-ad831f419bfb
2854,1921-05-31T04:00:00Z,"Toronto, CANADA",None,Massey Hall,Tour,1920-21,6272,New York Philharmonic,1d56694d-3049-4ea5-ae6b-ebcfa3d8171d
2855,1921-06-01T04:00:00Z,"Watertown, NY",None,Olympic Theatre,Tour,1920-21,6267,New York Philharmonic,f1701f14-b8c4-4bfb-b168-2cb1bf54cc75
2856,1921-06-03T04:00:00Z,"Montreal, CANADA",None,Théâtre St-Denis,Tour,1920-21,8986,New York Philharmonic,d1fa2859-5bb4-40f5-896c-83469f8846c4
2857,1921-06-04T04:00:00Z,"Burlington, VT",None,Gymnasium,Tour,1920-21,13399,New York Philharmonic,0aac069b-616a-4f53-9b2c-5fbc500ae3b4
2858,1921-10-20T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8594,New York Symphony,c3ad3beb-60af-4ef1-bd38-c2c72128b25b
2859,1921-10-21T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8594,New York Symphony,c3ad3beb-60af-4ef1-bd38-c2c72128b25b
2860,1921-10-23T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8595,New York Symphony,47e31ddd-5c79-46f6-840e-20f393e9a222
2861,1921-10-27T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,6357,New York Philharmonic,959028bf-1227-4dcd-b5c4-ef451813256e
2862,1921-10-28T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,6357,New York Philharmonic,959028bf-1227-4dcd-b5c4-ef451813256e
2863,1921-10-29T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Young People's Concert,1921-22,10322,New York Symphony,93e68ec7-afb4-4f05-a329-80780a1e8ddd
2864,1921-10-30T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,6365,New York Philharmonic,7189e698-f81d-4267-a735-bd2c4ff48010
2865,1921-10-30T05:00:00Z,"Bridgeport, CT",2:45PM,Park Theatre,Tour,1921-22,674,New York Philharmonic,95c3ed6c-fa95-4f4c-bdf2-bde26ec93dde
2866,1921-10-31T05:00:00Z,"New Haven, CT",8:15PM,Woolsey Hall,Tour,1921-22,679,New York Philharmonic,190c9762-d157-4b5a-9164-03fac4b89cbf
2867,1921-11-01T05:00:00Z,"Worcester, MA",8:15PM,Mechanics Hall,Tour,1921-22,1098,New York Philharmonic,bc1d955a-5f11-40a6-8c83-f931f7177b48
2868,1921-11-02T05:00:00Z,"Northampton, MA",8:00PM,John M. Greene Hall,Tour,1921-22,1103,New York Philharmonic,2883ca72-49bd-40cb-ad82-0fe84be10a03
2869,1921-11-03T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8596,New York Symphony,ef1ab197-e9ce-4699-9b0b-d98927009039
2870,1921-11-04T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8596,New York Symphony,ef1ab197-e9ce-4699-9b0b-d98927009039
2871,1921-11-03T05:00:00Z,"Springfield, MA",8:15PM,Municipal Auditorium,Tour,1921-22,1104,New York Philharmonic,c6d1765d-30a7-4890-b806-5a7011682569
2872,1921-11-04T05:00:00Z,"Holyoke, MA",8:15PM,City Hall,Tour,1921-22,1111,New York Philharmonic,63db84c0-6255-4628-996f-703886999117
2873,1921-11-05T05:00:00Z,"New London, CT",8:00PM,State Armory,Tour,1921-22,1114,New York Philharmonic,f2f6fc0f-40d4-459f-8c16-8d6cceba3ffc
2874,1921-11-06T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8597,New York Symphony,1e3fee67-d722-4fe1-9153-75c123155143
2875,1921-11-06T05:00:00Z,"Providence, RI",3:15PM,Shubert-Majestic Theatre,Tour,1921-22,13427,New York Philharmonic,23b34885-12c3-4ca4-85f6-7a13b1ff3eaf
2876,1921-11-10T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,6783,New York Philharmonic,c15f33e2-120c-4f91-8064-8a6353e0ba5b
2877,1921-11-11T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,6783,New York Philharmonic,c15f33e2-120c-4f91-8064-8a6353e0ba5b
2878,1921-11-12T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,6789,New York Philharmonic,c222c476-2e79-4127-be21-e4163cceac4b
2879,1921-11-13T05:00:00Z,"Brooklyn, NY",3:15PM,Brooklyn Academy of Music,Subscription Season,1921-22,6794,New York Philharmonic,4342232c-7f7a-4875-a50f-b7a575fed118
2880,1921-11-17T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,6800,New York Philharmonic,f77dce07-f46a-422f-ad98-309f6106d750
2881,1921-11-18T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,6800,New York Philharmonic,f77dce07-f46a-422f-ad98-309f6106d750
2882,1921-11-19T05:00:00Z,"Brooklyn, NY",8:15PM,Hall of the Commercial High School,Subscription Season,1921-22,6805,New York Philharmonic,e9e495d6-7d6b-4de8-a7d4-9fb241d662ca
2883,1921-11-20T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,6809,New York Philharmonic,39cc57aa-aefb-4798-aeda-f4c9bce5e4c0
2884,1921-11-25T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,6815,New York Philharmonic,44cafcc3-88e7-4b71-aa1f-1fd186f8d642
2885,1921-11-26T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,6818,New York Philharmonic,89351c61-16fb-49f1-be43-ffad8fb83970
2886,1921-11-27T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8598,New York Symphony,4fbc2dc0-a8ad-4b44-a493-7c099801cdbf
2887,1921-11-27T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,6824,New York Philharmonic,ddfbb788-1260-45d9-b504-1e7e9aade1aa
2888,1921-11-29T05:00:00Z,"Manhattan, NY",8:15PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,4618,New York Philharmonic,130bd268-7971-4d95-b91e-b43c23e33515
2889,1921-12-01T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8610,New York Symphony,b89e2c48-a202-4151-84e0-c759ffd8a431
2890,1921-12-02T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8610,New York Symphony,b89e2c48-a202-4151-84e0-c759ffd8a431
2891,1921-12-02T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,7228,New York Philharmonic,615af454-c66e-4aee-b013-be1bd49e1937
2892,1921-12-03T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,7233,New York Philharmonic,4cdd5cf9-f3e1-4abd-80c1-ba51461045b1
2893,1921-12-04T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8611,New York Symphony,7f5c5f8c-399b-4a75-aa09-6e2e4d70bfe6
2894,1921-12-04T05:00:00Z,"Manhattan, NY",8:15PM,Hippodrome,Subscription Season,1921-22,7245,New York Philharmonic,c014b10a-fdb9-4c6c-bd19-1185122553e7
2895,1921-12-04T05:00:00Z,"Brooklyn, NY",3:15PM,Brooklyn Academy of Music,Subscription Season,1921-22,7237,New York Philharmonic,d6805c88-8b18-47e8-82f5-03cf8da764e3
2896,1921-12-08T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,7250,New York Philharmonic,1ce729e4-1673-4a1c-8939-e6c58e06278e
2897,1921-12-09T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,7250,New York Philharmonic,1ce729e4-1673-4a1c-8939-e6c58e06278e
2898,1921-12-08T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8612,New York Symphony,96c74ae2-cde6-45ad-ba52-20e2525897bd
2899,1921-12-09T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8612,New York Symphony,96c74ae2-cde6-45ad-ba52-20e2525897bd
2900,1921-12-10T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Young People's Concert,1921-22,10323,New York Symphony,beefa43c-57ff-499c-b569-5107d059a9b8
2901,1921-12-11T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8613,New York Symphony,95c77e47-ea97-4c3d-a08c-96e14cb25dd6
2902,1921-12-11T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,7257,New York Philharmonic,68fcb1de-5b8d-4181-a5b5-43b78a995e06
2903,1921-12-13T05:00:00Z,"Princeton, NJ",8:30PM,Alexander Hall,Runout,1921-22,7267,New York Philharmonic,9040f43d-be5e-4ea3-aad1-ee8c5c6160ec
2904,1921-12-15T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,7273,New York Philharmonic,f1385aa6-da61-4e45-b67f-019aa3ea8d02
2905,1921-12-16T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,7280,New York Philharmonic,70d9fc38-26a9-4760-af69-772169cafc0a
2906,1921-12-17T05:00:00Z,"Brooklyn, NY",8:15PM,Hall of the Commercial High School,Subscription Season,1921-22,1597,New York Philharmonic,b00e7432-8f59-45ec-88a6-a66edb36a361
2907,1921-12-29T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8614,New York Symphony,0697d08f-89d8-4b4c-8aab-135ed0e24e41
2908,1921-12-30T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8614,New York Symphony,0697d08f-89d8-4b4c-8aab-135ed0e24e41
2909,1921-12-30T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,1600,New York Philharmonic,5d6e653b-fcd3-42d0-9599-8f6391339039
2910,1921-12-31T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Young People's Concert,1921-22,10324,New York Symphony,eadf7de8-3055-4ff6-a305-43acac96e95e
2911,1922-01-01T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,2446,New York Philharmonic,b81d061e-c82b-4aa7-a7a7-ccc6bb3b0068
2912,1922-01-01T05:00:00Z,"Manhattan, NY",8:15PM,Hippodrome,Subscription Season,1921-22,2452,New York Philharmonic,37612049-089e-4944-82b1-944b5350a910
2913,1922-01-01T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8615,New York Symphony,fbca3577-844c-421e-846a-d8c96bd627ff
2914,1922-01-02T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,2458,New York Philharmonic,928ac7bc-ea23-4f2c-87e4-4a96980d8cda
2915,1922-01-05T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8616,New York Symphony,08afa517-4437-4d63-a33f-0a3576538eba
2916,1922-01-06T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8616,New York Symphony,08afa517-4437-4d63-a33f-0a3576538eba
2917,1922-01-05T05:00:00Z,"Manhattan, NY",8:30PM,Waldorf-Astoria Hotel,Special,1921-22,2463,New York Philharmonic,e97274e2-bdd6-44c9-b138-4aafad36217e
2918,1922-01-07T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,2467,New York Philharmonic,4ee67b37-10a4-43a7-8329-4965f1c80b51
2919,1922-01-08T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8617,New York Symphony,c9462eff-1e95-48ab-aedc-10f18c5d522b
2920,1922-01-08T05:00:00Z,"Brooklyn, NY",3:15PM,Brooklyn Academy of Music,Subscription Season,1921-22,2470,New York Philharmonic,a77c19b4-d1fa-41e6-8a11-6a696160b38d
2921,1922-01-12T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,2474,New York Philharmonic,393030de-6eeb-4c68-b5e8-f586d3a0ac25
2922,1922-01-13T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,2478,New York Philharmonic,8d34e6e6-c71e-410e-bdc3-6f04984deab1
2923,1922-01-14T05:00:00Z,"Brooklyn, NY",8:15PM,Hall of the Commercial High School,Subscription Season,1921-22,2483,New York Philharmonic,4bcca3ba-7343-4fa4-a7f3-227e77f347b2
2924,1922-01-15T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,5313,New York Philharmonic,d46e0f99-f30a-45c8-9067-be9e25d73e17
2925,1922-01-16T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,5317,New York Philharmonic,373f1214-2851-4020-9a9b-f1c24786e3a3
2926,1922-01-19T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,5319,New York Philharmonic,30d31901-afe7-4a1f-8fcc-735e02e4987a
2927,1922-01-20T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,5319,New York Philharmonic,30d31901-afe7-4a1f-8fcc-735e02e4987a
2928,1922-01-22T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8618,New York Symphony,6e5f2d77-6db1-4bbb-b727-a8502b859654
2929,1922-01-22T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,5325,New York Philharmonic,1e0b93f4-8995-4d4a-8bc8-0bfac6a8d015
2930,1922-01-25T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Special,1921-22,5330,New York Philharmonic,f3d2ccb9-3005-4a9d-9c9d-c83038b6163d
2931,1922-01-26T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8619,New York Symphony,a927fee3-9990-4b58-a657-14725cc5c441
2932,1922-01-27T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8619,New York Symphony,a927fee3-9990-4b58-a657-14725cc5c441
2933,1922-01-26T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,5335,New York Philharmonic,1c9ca97a-7a17-4bc1-8c47-c86f7b4635b8
2934,1922-01-27T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,5335,New York Philharmonic,1c9ca97a-7a17-4bc1-8c47-c86f7b4635b8
2935,1922-01-28T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Young People's Concert,1921-22,10325,New York Symphony,7013674c-7904-4cab-b8a2-a86b1dcb3e72
2936,1922-01-28T05:00:00Z,"Brooklyn, NY",8:15PM,Hall of the Commercial High School,Subscription Season,1921-22,5338,New York Philharmonic,0405b419-e27e-4bf7-a15a-ab14e04cfb94
2937,1922-01-29T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8620,New York Symphony,217f0498-2e38-4d6c-880a-217e454a0aa6
2938,1922-01-29T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,5342,New York Philharmonic,3c09c0b1-f94d-493e-a6d9-8318383a91be
2939,1922-01-31T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,5347,New York Philharmonic,c9e04961-03e6-4243-beed-8fc700aed428
2940,1922-02-02T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8621,New York Symphony,6f3597c7-00a3-4984-a000-af6b7a6e650f
2941,1922-02-03T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8621,New York Symphony,6f3597c7-00a3-4984-a000-af6b7a6e650f
2942,1922-02-03T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,2874,New York Philharmonic,4a3c0e26-a9cc-46e9-b562-73af49cae6d9
2943,1922-02-05T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8622,New York Symphony,cc599bdd-1e89-412e-b870-23c7d280b302
2944,1922-02-05T05:00:00Z,"Brooklyn, NY",3:15PM,Brooklyn Academy of Music,Subscription Season,1921-22,2879,New York Philharmonic,8508ffad-2a98-4c53-aa62-b61e5543ae91
2945,1922-02-07T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,2883,New York Philharmonic,6d4d8e62-963c-4f9f-a321-d0812d370d83
2946,1922-02-09T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,2888,New York Philharmonic,0d09748a-498f-439e-92ea-d6987d6fcdbd
2947,1922-02-10T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,2888,New York Philharmonic,0d09748a-498f-439e-92ea-d6987d6fcdbd
2948,1922-02-12T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8623,New York Symphony,5673d218-be74-4649-a8ac-0b5c6cf301f1
2949,1922-02-12T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,2892,New York Philharmonic,dae44d74-81d4-4598-9bec-d5bfff5b0285
2950,1922-02-13T05:00:00Z,"Manhattan, NY",None,Carnegie Hall,Special,1921-22,13771,Musicians from the New York Philharmonic,119b2565-6540-400e-82f9-38c03e869a5e
2951,1922-02-14T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,2898,New York Philharmonic,4b093f8b-e6dd-4709-8f34-ed5e1a942fd4
2952,1922-02-16T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8624,New York Symphony,642daa80-fd51-44bd-b7e2-68295e9905c3
2953,1922-02-17T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8624,New York Symphony,642daa80-fd51-44bd-b7e2-68295e9905c3
2954,1922-02-18T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Young People's Concert,1921-22,10326,New York Symphony,f8c1d63e-71bb-419a-817f-fa7cd5255b36
2955,1922-02-18T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,2905,New York Philharmonic,ad6479a1-ac7f-4564-8485-6d232c6f4f56
2956,1922-02-19T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,2911,New York Philharmonic,b58c3fb7-ad3d-49dd-b2ac-f674a2a59df2
2957,1922-02-19T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8625,New York Symphony,55c31680-f6ec-46b2-a16c-16e48bde49ee
2958,1922-02-21T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,2921,New York Philharmonic,9b88fea6-c2fd-4556-87ff-a2dba721ad09
2959,1922-02-23T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,2290,New York Philharmonic,414dc00e-4836-4844-8ff3-8b2940423af3
2960,1922-02-24T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,2290,New York Philharmonic,414dc00e-4836-4844-8ff3-8b2940423af3
2961,1922-02-26T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,2298,New York Philharmonic,8e86ab41-a91b-4078-8bad-a04d48478b79
2962,1922-02-26T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8626,New York Symphony,690d63b2-b962-45bc-a90a-a007dec6b24d
2963,1922-02-27T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Special,1921-22,4060,New York Symphony,839a0ade-9c76-4265-87ce-6a65dba48965
2964,1922-02-28T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,2302,New York Philharmonic,46b777f7-3946-4e99-b3f8-7f012e81dc3d
2965,1922-03-02T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,2302,New York Philharmonic,46b777f7-3946-4e99-b3f8-7f012e81dc3d
2966,1922-03-03T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,2302,New York Philharmonic,46b777f7-3946-4e99-b3f8-7f012e81dc3d
2967,1922-03-05T05:00:00Z,"Brooklyn, NY",3:15PM,Brooklyn Academy of Music,Subscription Season,1921-22,2302,New York Philharmonic,46b777f7-3946-4e99-b3f8-7f012e81dc3d
2968,1922-03-02T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8627,New York Symphony,56a92b02-5a36-4602-9ad8-4bab78178279
2969,1922-03-03T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8627,New York Symphony,56a92b02-5a36-4602-9ad8-4bab78178279
2970,1922-03-04T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Young People's Concert,1921-22,10327,New York Symphony,a498ec64-7316-4d72-b00a-263eaa333912
2971,1922-03-05T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8628,New York Symphony,b98ae1da-75ad-4962-bbe6-90d95364d0b0
2972,1922-03-07T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,3328,New York Philharmonic,2f8ef286-8b7d-4519-abe1-54eb7d1ef9a5
2973,1922-03-08T05:00:00Z,"Manhattan, NY",8:30PM,Waldorf-Astoria Hotel,Special,1921-22,3334,New York Philharmonic,afec7504-5640-47cb-a8d7-257219856dbb
2974,1922-03-09T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8629,New York Symphony,0af866b4-d6e0-4f53-8a6e-b5d234866ff6
2975,1922-03-10T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8629,New York Symphony,0af866b4-d6e0-4f53-8a6e-b5d234866ff6
2976,1922-03-09T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,3338,New York Philharmonic,c11db735-dfe2-4069-a84d-4322bb09f69f
2977,1922-03-10T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,3338,New York Philharmonic,c11db735-dfe2-4069-a84d-4322bb09f69f
2978,1922-03-12T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8633,New York Symphony,7f6669e4-4f08-40f2-8b28-4eddf0082576
2979,1922-03-12T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,3341,New York Philharmonic,9918d266-5664-4b2c-8431-f014899ac7ff
2980,1922-03-14T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,3346,New York Philharmonic,d0f72b77-36d7-4497-8129-da84c7d6b367
2981,1922-03-16T05:00:00Z,"Boston, MA",8:15PM,Symphony Hall,Tour,1921-22,5010,New York Philharmonic,27cf0183-0af0-44a8-acb6-faae2ee154f2
2982,1922-03-17T05:00:00Z,"New Haven, CT",8:15PM,Woolsey Hall,Tour,1921-22,13428,New York Philharmonic,f8b06ced-e4be-494a-b794-6a0350d72dae
2983,1922-03-19T05:00:00Z,"Manhattan, NY",3:00PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,3348,New York Philharmonic,58e5dbe8-f5ae-4525-aa4f-c9f89a6410de
2984,1922-03-21T05:00:00Z,"Manhattan, NY",8:30PM,Metropolitan Opera House (39th street),Subscription Season,1921-22,3352,New York Philharmonic,516f7493-5854-496f-9e12-a8325607ff32
2985,1922-03-23T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,8634,New York Symphony,03b9bfcd-7bc3-4a18-8223-d3c1e32c0214
2986,1922-03-24T05:00:00Z,"Manhattan, NY",8:15PM,Carnegie Hall,Subscription Season,1921-22,8634,New York Symphony,03b9bfcd-7bc3-4a18-8223-d3c1e32c0214
2987,1922-03-23T05:00:00Z,"Manhattan, NY",8:30PM,Carnegie Hall,Subscription Season,1921-22,3360,New York Philharmonic,34058f95-fbb2-46df-93cb-5334e868ab56
2988,1922-03-24T05:00:00Z,"Manhattan, NY",2:30PM,Carnegie Hall,Subscription Season,1921-22,3360,New York Philharmonic,34058f95-fbb2-46df-93cb-5334e868ab56
2989,1922-03-26T05:00:00Z,"Manhattan, NY",3:00PM,Carnegie Hall,Subscription Season,1921-22,3370,New York Philharmonic,062b2dae-e289-4654-a76b-762b076ab911
2990,1922-03-26T05:00:00Z,"Manhattan, NY",3:00PM,Aeolian Hall,Subscription Season,1921-22,8635,New York Symphony,688b7daa-3a2d-4aea-ae3a-e79cb2e9e168
